councillor_id,given_name,family_name,ward,role,term_start,term_end,source,notes
571,Unnamed,McAullay,,,2002-11-19,2002-11-19,derived_from_votes,DERIVED from vote dates — VERIFY and correct
503,Corrine,McConnell,,,1998-02-24,1998-02-24,derived_from_votes,DERIVED from vote dates — VERIFY and correct
418,Given name not stated,McConnell,,,1995-08-22,1995-08-22,derived_from_votes,DERIVED from vote dates — VERIFY and correct
227,Robina,McConnell,,,1995-07-11,1998-11-24,derived_from_votes,DERIVED from vote dates — VERIFY and correct
41,,McKerracher,,,2006-08-22,2007-03-27,derived_from_votes,DERIVED from vote dates — VERIFY; POSSIBLE GAP AFTER THIS PERIOD: 2007→2012 (5yr) — may be separate person or separate term
41,,McKerracher,,,2012-04-24,2012-04-24,derived_from_votes,DERIVED from vote dates — VERIFY; POSSIBLE GAP AFTER THIS PERIOD: 2012→2018 (6yr) — may be separate person or separate term
41,,McKerracher,,,2018-04-24,2021-08-24,derived_from_votes,DERIVED from vote dates — VERIFY; period 3
321,James,McKerracher,,,2019-09-24,2019-09-24,derived_from_votes,DERIVED from vote dates — VERIFY and correct
197,Kate,McKerracher,,,2017-10-24,2021-07-27,derived_from_votes,DERIVED from vote dates — VERIFY and correct
236,Margaret,McKerracher,,,2019-03-26,2019-03-26,derived_from_votes,DERIVED from vote dates — VERIFY and correct
452,Unnamed,McKerracher,,,2018-04-24,2018-04-24,derived_from_votes,DERIVED from vote dates — VERIFY and correct
399,Anklesaria,Meg,,,2019-08-27,2019-08-27,derived_from_votes,DERIVED from vote dates — VERIFY and correct
228,A,Moore,,,1995-07-11,1997-04-22,derived_from_votes,DERIVED from vote dates — VERIFY and correct
292,A Michael,Moore,,,1996-09-17,1997-04-22,derived_from_votes,DERIVED from vote dates — VERIFY and correct
238,Alison,Nelson,,,2019-03-26,2019-03-26,derived_from_votes,DERIVED from vote dates — VERIFY and correct
235,James,Nelson,,,2017-10-24,2020-09-22,derived_from_votes,DERIVED from vote dates — VERIFY and correct
453,Unnamed,Nelson,,,2018-04-24,2018-04-24,derived_from_votes,DERIVED from vote dates — VERIFY and correct
52,Dale,O'Callghan,,,2018-11-27,2020-11-24,derived_from_votes,DERIVED from vote dates — VERIFY and correct
294,,O'Connell,,,1996-11-26,1996-11-26,derived_from_votes,DERIVED from vote dates — VERIFY and correct
233,Corinne,O'Connor,,,2000-07-25,2000-07-25,derived_from_votes,DERIVED from vote dates — VERIFY and correct
540,Katie,O'Connor,,,2013-11-26,2013-11-26,derived_from_votes,DERIVED from vote dates — VERIFY and correct
555,Kevin,O'Connor,,,2016-10-25,2016-10-25,derived_from_votes,DERIVED from vote dates — VERIFY and correct
220,Michael,O'Connor,,,2006-02-28,2006-02-28,derived_from_votes,DERIVED from vote dates — VERIFY and correct
479,Mike,O'Connor,,,2017-04-26,2017-04-26,derived_from_votes,DERIVED from vote dates — VERIFY and correct
214,Pauline,O'Connor,,,1995-10-10,2007-07-24,derived_from_votes,DERIVED from vote dates — VERIFY; POSSIBLE GAP AFTER THIS PERIOD: 2007→2013 (6yr) — may be separate person or separate term
214,Pauline,O'Connor,,,2013-11-26,2017-10-17,derived_from_votes,DERIVED from vote dates — VERIFY; period 2
249,Peter,O'Connor,,,2002-03-26,2002-03-26,derived_from_votes,DERIVED from vote dates — VERIFY; POSSIBLE GAP AFTER THIS PERIOD: 2002→2014 (12yr) — may be separate person or separate term
249,Peter,O'Connor,,,2014-05-27,2014-05-27,derived_from_votes,DERIVED from vote dates — VERIFY; period 2
405,Tom,O'Connor,,,2003-05-27,2003-05-27,derived_from_votes,DERIVED from vote dates — VERIFY and correct
574,Unnamed,O'Connor,,,2002-11-19,2002-11-19,derived_from_votes,DERIVED from vote dates — VERIFY and correct
328,name unknown,O'Connor,,,2001-04-24,2001-04-24,derived_from_votes,DERIVED from vote dates — VERIFY and correct
515,,Pelcar,,,2007-12-18,2007-12-18,derived_from_votes,DERIVED from vote dates — VERIFY and correct
522,Given name unknown,Pelczar,,,2007-12-18,2007-12-18,derived_from_votes,DERIVED from vote dates — VERIFY and correct
533,John,Pelczar,,,2008-03-25,2008-03-25,derived_from_votes,DERIVED from vote dates — VERIFY and correct
205,Otto,Pelczar,,,2007-12-18,2013-10-01,derived_from_votes,DERIVED from vote dates — VERIFY and correct
475,Peter,Pelczar,,,2008-10-28,2008-10-28,derived_from_votes,DERIVED from vote dates — VERIFY and correct
536,Steve,Pelczar,,,2008-09-23,2008-09-23,derived_from_votes,DERIVED from vote dates — VERIFY and correct
458,unnamed,Pelczar,,,2009-11-24,2011-02-22,derived_from_votes,DERIVED from vote dates — VERIFY and correct
281,unspecified,Pelczar,,,2012-05-22,2012-05-22,derived_from_votes,DERIVED from vote dates — VERIFY and correct
210,,Pinerua,,,2001-05-22,2011-08-23,derived_from_votes,DERIVED from vote dates — VERIFY and correct
516,Given name unknown,Pinerua,,,2007-12-18,2007-12-18,derived_from_votes,DERIVED from vote dates — VERIFY and correct
213,Hilary,Pinerua,,,2001-12-18,2011-08-23,derived_from_votes,DERIVED from vote dates — VERIFY and correct
318,Hillary,Pinerua,,,2004-09-28,2004-09-28,derived_from_votes,DERIVED from vote dates — VERIFY and correct
272,Pauline,Pinerua,,,2003-04-22,2003-04-22,derived_from_votes,DERIVED from vote dates — VERIFY and correct
457,unnamed,Pinerua,,,2002-11-19,2002-11-19,derived_from_votes,DERIVED from vote dates — VERIFY; POSSIBLE GAP AFTER THIS PERIOD: 2002→2009 (7yr) — may be separate person or separate term
457,unnamed,Pinerua,,,2009-11-24,2009-11-24,derived_from_votes,DERIVED from vote dates — VERIFY; period 2
40,,Powell,,,2012-04-24,2012-04-24,derived_from_votes,DERIVED from vote dates — VERIFY; POSSIBLE GAP AFTER THIS PERIOD: 2012→2015 (3yr) — may be separate person or separate term
40,,Powell,,,2015-11-24,2019-09-24,derived_from_votes,DERIVED from vote dates — VERIFY; period 2
241,Jade,Powell,,,2019-03-26,2019-03-26,derived_from_votes,DERIVED from vote dates — VERIFY and correct
234,Jane,Powell,,,2015-11-24,2019-09-24,derived_from_votes,DERIVED from vote dates — VERIFY and correct
551,Robert,Powell,,,2016-10-25,2016-10-25,derived_from_votes,DERIVED from vote dates — VERIFY and correct
450,Unnamed,Powell,,,2018-04-24,2018-04-24,derived_from_votes,DERIVED from vote dates — VERIFY and correct
66,David,Price,,,2025-11-18,2026-03-24,derived_from_votes,DERIVED from vote dates — VERIFY and correct
9,Georgie,Randklev,,,2012-02-28,2026-05-26,derived_from_votes,DERIVED from vote dates — VERIFY and correct
81,Georgina,Randklev,,,2026-02-24,2026-04-28,derived_from_votes,DERIVED from vote dates — VERIFY and correct
445,Not named,Randklev,,,2022-12-20,2022-12-20,derived_from_votes,DERIVED from vote dates — VERIFY and correct
163,Susan,Randklev,,,2020-12-15,2020-12-15,derived_from_votes,DERIVED from vote dates — VERIFY; POSSIBLE GAP AFTER THIS PERIOD: 2020→2025 (5yr) — may be separate person or separate term
163,Susan,Randklev,,,2025-10-28,2025-10-28,derived_from_votes,DERIVED from vote dates — VERIFY; period 2
434,Unnamed,Randklev,,,2022-12-20,2022-12-20,derived_from_votes,DERIVED from vote dates — VERIFY and correct
444,Not named,Ranklev,,,2022-12-20,2022-12-20,derived_from_votes,DERIVED from vote dates — VERIFY and correct
91,Michael,Rendell,,,2015-12-15,2015-12-15,derived_from_votes,DERIVED from vote dates — VERIFY and correct
55,Jessica,Seares,,,2017-11-28,2017-11-28,derived_from_votes,DERIVED from vote dates — VERIFY; POSSIBLE GAP AFTER THIS PERIOD: 2017→2024 (7yr) — may be separate person or separate term
55,Jessica,Seares,,,2024-09-16,2024-09-16,derived_from_votes,DERIVED from vote dates — VERIFY; period 2
24,,Shannon,,,2009-07-28,2009-10-20,derived_from_votes,DERIVED from vote dates — VERIFY; POSSIBLE GAP AFTER THIS PERIOD: 2009→2012 (3yr) — may be separate person or separate term
24,,Shannon,,,2012-02-28,2024-09-17,derived_from_votes,DERIVED from vote dates — VERIFY; period 2
200,Keri,Shannon,,,2015-11-24,2023-10-09,derived_from_votes,DERIVED from vote dates — VERIFY and correct
440,Not named,Shannon,,,2022-12-20,2022-12-20,derived_from_votes,DERIVED from vote dates — VERIFY and correct
451,Unnamed,Shannon,,,2018-04-24,2018-04-24,derived_from_votes,DERIVED from vote dates — VERIFY and correct
229,Kerry,Smith,,,1995-07-11,2003-04-22,derived_from_votes,DERIVED from vote dates — VERIFY and correct
575,Unnamed,Smith,,,2002-11-19,2002-11-19,derived_from_votes,DERIVED from vote dates — VERIFY and correct
325,name unknown,Smith,,,2001-04-24,2001-04-24,derived_from_votes,DERIVED from vote dates — VERIFY and correct
231,,Steele,,,1997-05-27,2000-10-24,derived_from_votes,DERIVED from vote dates — VERIFY and correct
312,Ian,Steele,,,1997-10-28,2000-03-28,derived_from_votes,DERIVED from vote dates — VERIFY and correct
327,name unknown,Steele,,,2001-04-24,2001-04-24,derived_from_votes,DERIVED from vote dates — VERIFY and correct
288,,The,,,1997-04-22,2000-08-22,derived_from_votes,DERIVED from vote dates — VERIFY and correct
295,,The Mayor,,,1996-11-26,1998-10-27,derived_from_votes,DERIVED from vote dates — VERIFY and correct
64,Jillian,Thomson,,,1995-07-25,1995-07-25,derived_from_votes,DERIVED from vote dates — VERIFY; POSSIBLE GAP AFTER THIS PERIOD: 1995→2009 (14yr) — may be separate person or separate term
64,Jillian,Thomson,,,2009-07-28,2009-09-22,derived_from_votes,DERIVED from vote dates — VERIFY; period 2
481,,Timmemanis,,,2016-06-28,2016-06-28,derived_from_votes,DERIVED from vote dates — VERIFY and correct
283,Andres,Timmerman,,,2018-08-14,2018-08-14,derived_from_votes,DERIVED from vote dates — VERIFY and correct
564,Andre,Timmermanis,,,2017-06-27,2017-06-27,derived_from_votes,DERIVED from vote dates — VERIFY and correct
195,Andres,Timmermanis,,,2015-11-24,2021-08-24,derived_from_votes,DERIVED from vote dates — VERIFY and correct
556,Andrew,Timmermanis,,,2016-10-25,2016-10-25,derived_from_votes,DERIVED from vote dates — VERIFY and correct
448,Unnamed,Timmermanis,,,2018-04-24,2018-04-24,derived_from_votes,DERIVED from vote dates — VERIFY and correct
511,Andres,Timmermannis,,,2016-01-28,2016-01-28,derived_from_votes,DERIVED from vote dates — VERIFY and correct
509,,Timmermans,,,2018-12-18,2018-12-18,derived_from_votes,DERIVED from vote dates — VERIFY and correct
65,Paul,Tzaikos,,,2024-12-16,2024-12-16,derived_from_votes,DERIVED from vote dates — VERIFY and correct
16,Shannon,Unknown,,,1996-09-17,2003-05-27,derived_from_votes,DERIVED from vote dates — VERIFY; POSSIBLE GAP AFTER THIS PERIOD: 2003→2006 (3yr) — may be separate person or separate term
16,Shannon,Unknown,,,2006-08-22,2007-03-27,derived_from_votes,DERIVED from vote dates — VERIFY; POSSIBLE GAP AFTER THIS PERIOD: 2007→2014 (7yr) — may be separate person or separate term
16,Shannon,Unknown,,,2014-04-29,2017-08-22,derived_from_votes,DERIVED from vote dates — VERIFY; period 3
246,Colin,Walker,,,2011-11-22,2015-08-25,derived_from_votes,DERIVED from vote dates — VERIFY and correct
527,Michael,Walker,,,2011-12-20,2011-12-20,derived_from_votes,DERIVED from vote dates — VERIFY and correct
282,unspecified,Walker,,,2012-05-22,2012-05-22,derived_from_votes,DERIVED from vote dates — VERIFY and correct
207,Julie,Watson,,,2008-02-26,2012-11-27,derived_from_votes,DERIVED from vote dates — VERIFY and correct
456,unnamed,Watson,,,2009-11-24,2011-02-22,derived_from_votes,DERIVED from vote dates — VERIFY and correct
232,,Willcock,,,1996-11-26,2003-04-22,derived_from_votes,DERIVED from vote dates — VERIFY and correct
254,Ross,Willcock,,,1996-10-15,2003-03-25,derived_from_votes,DERIVED from vote dates — VERIFY and correct
573,Unnamed,Willcock,,,2002-11-19,2002-11-19,derived_from_votes,DERIVED from vote dates — VERIFY and correct
208,,Withers,,,2007-12-18,2015-08-25,derived_from_votes,DERIVED from vote dates — VERIFY and correct
212,Simon,Withers,,,2007-12-18,2015-08-25,derived_from_votes,DERIVED from vote dates — VERIFY and correct
336,unnamed,Withers,,,2009-11-24,2009-11-24,derived_from_votes,DERIVED from vote dates — VERIFY; POSSIBLE GAP AFTER THIS PERIOD: 2009→2013 (4yr) — may be separate person or separate term
336,unnamed,Withers,,,2013-09-24,2013-09-24,derived_from_votes,DERIVED from vote dates — VERIFY; period 2
89,Brett,Wood-Gush,,,2009-07-28,2009-10-20,derived_from_votes,DERIVED from vote dates — VERIFY and correct
51,Peter,Zhou,,,2013-10-15,2015-10-13,derived_from_votes,DERIVED from vote dates — VERIFY; POSSIBLE GAP AFTER THIS PERIOD: 2015→2025 (10yr) — may be separate person or separate term
51,Peter,Zhou,,,2025-09-09,2025-09-09,derived_from_votes,DERIVED from vote dates — VERIFY; period 2
